"","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindGustSpeed","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainToday","RainTomorrow","Location_Sydney","Location_Adelaide","Location_Melbourne","Location_Canberra","Season_summer","Season_fall","Season_spring","Season_winter","WindGustDir_SSE","WindGustDir_ESE","WindGustDir_S","WindGustDir_SW","WindGustDir_WSW","WindGustDir_NW","WindGustDir_NNE","WindGustDir_NNW","WindGustDir_WNW","WindGustDir_W","WindGustDir_NE","WindGustDir_SE","WindGustDir_SSW","WindGustDir_ENE","WindGustDir_N","WindGustDir_E","WindDir9am_SSW","WindDir9am_E","WindDir9am_SE","WindDir9am_WNW","WindDir9am_W","WindDir9am_NE","WindDir9am_NW","WindDir9am_SW","WindDir9am_N","WindDir9am_SSE","WindDir9am_S","WindDir9am_ENE","WindDir9am_WSW","WindDir9am_NNW","WindDir9am_NNE","WindDir9am_ESE","WindDir3pm_S","WindDir3pm_E","WindDir3pm_SW","WindDir3pm_W","WindDir3pm_ESE","WindDir3pm_WNW","WindDir3pm_N","WindDir3pm_SSW","WindDir3pm_SE","WindDir3pm_NNW","WindDir3pm_ENE","WindDir3pm_NW","WindDir3pm_WSW","WindDir3pm_NE","WindDir3pm_NNE","WindDir3pm_SSE"
"1",1.10588097469903,0.463666631348089,0.172915729569404,0.464414186455011,0.457727163745786,1.42050047445689,0.570674307480606,1.87157450969685,0.853230717009524,0.591041294652347,-0.367211302496077,-0.0140986213211906,7,2,0.699473360639358,0.453971114317711,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",1.20861299582192,0.369192054130899,0.00367042161757326,0.106430903801194,-1.67008046101605,0.195809921420855,1.13505780379498,0.337744716167952,0.267711027032112,0.591041294652347,0.835269161289813,0.835658022233125,7,7,1.15945590394806,0.566886529233762,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",1.58529707327254,1.07775138325982,-0.306612642960783,0.882061349551132,1.80633763014413,-0.596636907014228,-0.332339286622386,-0.252189819804699,-0.552016538936266,-0.370259359598565,-0.380722318943112,-0.0976812419986671,0,1,1.30098899419689,1.13146360381402,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",-0.10978127525523,0.180242899696519,-0.221989988984868,-0.191888498410321,0.337850677843711,-0.308474423946925,-0.558092685148135,-1.19608507736094,-0.259256693947559,-0.652994846142951,0.0921632567030194,-0.125542115557815,7,1,-0.344333179945774,0.131355643128996,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",-0.486465352705845,-0.638536769519127,0.00367042161757326,-1.32550222681408,-0.591192087897371,-0.812758769314705,0.68355100674348,-0.72413744858282,1.26309449999371,0.873776781196733,0.71367001326651,0.891379769351437,3,5,-0.9104655409411,-0.675183034842794,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",-0.0755372682142652,-0.229146934911303,-0.306612642960783,-0.37088013973723,0.877294864403048,-0.020311940879622,0.344920908954858,0.337744716167952,-0.786224414927231,-0.992277429996213,-0.475299434072329,-0.585246529283928,1,1,-0.432791361351294,-0.239652148738027,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"7",0.883294928932755,0.652615785782468,-0.109159783683647,0.464414186455011,0.0681285845640422,-0.164393182413274,-0.332339286622386,0.337744716167952,-0.669120476931748,-0.652994846142951,-2.20470953929248,-1.72754234520939,8,7,1.23022244907248,0.72819426482812,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8",0.30114680923635,0.699853074391064,0.624236550774286,-0.37088013973723,1.38676992948687,0.62805364602181,0.68355100674348,0.809692344946073,0.443366934025336,-0.483353554216319,-1.47511465115273,-1.35142055216077,5,2,0.557940270390527,0.72819426482812,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9",-0.86314943015646,-0.733011346736317,2.85263310547339,0.882061349551132,0.427758042270267,-0.596636907014228,-0.783846083673883,-0.488163634193759,0.0335031510411469,0.364852905416838,1.30815473693594,1.65755379222829,8,7,-0.273566634821358,-0.546136846367307,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",-0.606319377349223,0.447920868478557,-0.306612642960783,-0.281384319073776,1.29686256506031,0.195809921420855,-0.106585888096638,0.101770901778892,-0.552016538936266,-0.200618067671933,0.146207322491146,-0.320568230471917,1,2,-0.468174633913501,0.00230945465350977,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"11",-2.31851972939747,-1.66201135603868,-0.278405091635478,0.882061349551132,-0.141655265764589,-2.18153056388439,-0.896722782936757,-1.43205889175,1.90716615896887,1.21305936505,1.30815473693594,1.28143199917966,8,8,-2.23733826202389,-1.51398325993345,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"12",0.609342872605035,-0.418096089345684,-0.221989988984868,0.195926724464648,0.0381594630885233,0.483972404488158,0.909304405269229,-0.488163634193759,-0.493464569938524,-0.0309767757453019,-0.272634187366844,0.083414436135868,8,6,0.25718245361176,-0.417090657891821,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"13",0.951782943014685,0.699853074391064,-0.306612642960783,-0.37088013973723,1.29686256506031,0.772134887555461,-0.332339286622386,1.28163997372419,-0.376360631943042,0.195211613490207,-0.853607894589244,-0.724550897079717,1,2,1.19483917651027,0.776586585506427,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"14",-0.93163744423839,-0.874723212562101,-0.306612642960783,-0.788527302833351,-0.860914181177039,-1.89336808081709,-0.558092685148135,-1.55004579894453,1.32164646899145,0.760682586578978,1.1325115231245,1.19784937850216,7,7,-1.3527564479687,-0.788098449758844,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"15",-1.53090756745528,-1.12665541847461,-0.306612642960783,-1.08684670504487,0.00819034161300464,-0.956840010848357,-0.558092685148135,-0.72413744858282,-0.493464569938524,-0.596447748834073,1.2541106711478,1.03068413714723,6,8,-1.21122335771987,-0.981667732472074,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"16",-0.572075370308258,-1.41007915012618,-0.278405091635478,-1.26583834637178,-1.37038924626086,-1.10092125238201,-0.896722782936757,-0.0162160054156384,1.20454253099597,2.34400131122754,1.40273185206515,1.42073636697544,7,7,-0.9104655409411,-1.38493707145797,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",1.15724698526048,1.43990392925905,-0.306612642960783,0.524078066897314,0.937233107354086,-0.452555665480577,0.570674307480606,-1.19608507736094,-0.200704724949818,-1.67084259770274,-0.245612154472789,-0.19519429945571,7,3,0.75254826948267,1.47020984856217,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",-1.13710148648418,0.195988662566051,-0.306612642960783,-0.281384319073776,0.427758042270267,-0.812758769314705,-0.783846083673883,-0.252189819804699,-0.200704724949818,-0.483353554216319,0.213762404726307,0.0137622522379735,0,0,-0.23818336225915,0.292663378723354,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"19",-0.0755372682142652,-0.244892697780835,-0.221989988984868,-0.609535661506442,-1.25051276035878,-1.24500249391566,0.344920908954858,-0.252189819804699,1.32164646899145,0.986870975814487,2.33499198691039,2.25656257375018,3,6,-0.468174633913501,-0.352567563654078,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"20",-0.349489324541985,-0.921960501170696,-0.109159783683647,-0.311216259294927,-0.591192087897371,-0.164393182413274,0.344920908954858,-0.488163634193759,0.443366934025336,0.477947100034592,0.875802210630904,1.16998850494303,1,1,-0.680474269286748,-0.836490770437151,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",-0.161147285816678,-0.874723212562101,-0.306612642960783,0.882061349551132,-0.231562630191145,0.195809921420855,0.570674307480606,0.337744716167952,0.384814965027594,0.364852905416838,-0.151035039343556,0.13913618325418,7,1,-0.0435753631670069,-0.949406185353202,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",-0.86314943015646,-0.622791006649595,-0.306612642960783,-0.430544020179533,0.697480135549936,-1.24500249391566,0.344920908954858,-0.72413744858282,0.326262996029853,-0.370259359598565,1.1325115231245,0.919240642910601,1,0,-1.14045681259545,-0.659052261283358,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"23",-0.743295405513083,-0.19765540917224,-0.306612642960783,-0.788527302833351,0.907263985878567,-0.452555665480577,0.909304405269229,-1.55004579894453,-0.376360631943042,-1.21846581923172,-0.0429469077673039,-0.236985609794456,3,2,-1.01661535862772,-0.0460828660247977,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"24",0.36963482331828,0.384937817000431,-0.306612642960783,0.166094784243496,-0.171624387240108,-0.020311940879622,0.11916751042911,-0.0162160054156384,0.443366934025336,0.986870975814487,-0.5023214669664,-0.48773347182687,7,6,0.699473360639358,0.260401831604482,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
